api,sh_lat,sh_lon,county,well_name,well_number,operator,well_symbol,well_status,well_type
3507300161,36.0229517,-97.6816781,KINGFISHER,COLE 1,1,BLACK GOLD DRLG CORP,DRY HOLE-P & A,P & A,DRY HOLE
3507300147,36.1168521,-97.743822,KINGFISHER,SCHOOL LAND 1,1,BU-VI-BAR,OIL-P & A,P & A,OIL
3507300140,36.0861015,-97.9374918,KINGFISHER,EMMA MATOUSEK 1,1,HUMBLE OIL & REFINING,INJECTOR-P & A,P & A,INJECTOR
3507300125,36.1466823,-97.771388,KINGFISHER,VAVERKA B 1,1,BLAKE PRODUCTION,OIL-INACTIVE PRODUCER,INACTIVE PRODUCER,OIL
3507322961,36.0742541,-97.7629262,KINGFISHER,BURSHIK 32-1,32-1,VAN HORN OIL & GAS INC,OIL-P & A,P & A,OIL
3507322951,35.8147313,-97.7656691,KINGFISHER,KORDIS 1,1,BROWN & BORELLI INC,OIL-P & A,P & A,OIL
3507322948,35.784991,-97.783004,KINGFISHER,ESTELLE 2,2,SOONER TREND EXPL INC,OIL-P & A,P & A,OIL
3507322946,35.9660894,-97.9679706,KINGFISHER,FRANCES 2,2,EIGHT ROUND CORPORATION,OIL-P & A,P & A,OIL
3507322936,35.9656801,-98.1459562,KINGFISHER,FOUNDATION 1-10,1-10,E A PETROLEUM,DRY HOLE-P & A,P & A,DRY HOLE
3507322932,35.8329113,-97.8276904,KINGFISHER,MITCHELL 1,1,ATCHLEY RESOURCES INC,OIL-P & A,P & A,OIL
3507322909,35.9872479,-98.145827,KINGFISHER,SHULTZ 34-1,34-1,KINGFISHER CSG PULLR & CON INC,OIL-P & A,P & A,OIL
3507322865,35.9656811,-97.9863732,KINGFISHER,HAZEL 2,2,EIGHT ROUND CORPORATION,OIL-P & A,P & A,OIL
