api,sh_lat,sh_lon,county,well_name,well_number,operator,well_symbol,well_status,well_type
3507320538,35.9797765,-97.699965,KINGFISHER,STOOLFIRE,#1,KIRKPATRICK RONALD B,PLUGGED,PA,OIL
3507320539,36.0633115,-97.9628911,KINGFISHER,ALTA,#1,APACHE CORPORATION,PLUGGED,PA,OIL
3507320540,36.1394707,-97.9361809,KINGFISHER,ALBERT /10/,#1,OTC/OCC NOT ASSIGNED,PLUGGED,PA,OIL
3507320541,36.031667,-97.94953,KINGFISHER,STATE-HUNTON 'B',#2,"GREAT HORNED OWLS, LLC",OIL,AC,OIL
3507320542,36.1067361,-98.0520203,KINGFISHER,HICKMAN,#21-1,OTC/OCC NOT ASSIGNED,PLUGGED,PA,OIL
3507320543,36.129434,-97.99412,KINGFISHER,MILLER,#18-1,BYNG ENERGY GROUP INC,STATE_FUNDS_PLUGGING,STFD,OIL
3507320544,36.124907,-98.02531,KINGFISHER,MEAUX,#14-1,LCB RESOURCES LLC,PLUGGED,PA,OIL
3507320545,36.046082,-97.964102,KINGFISHER,CLARK,#2,HUX OIL COMPANY LLC,OIL,AC,OIL
3507320546,36.1358174,-97.9851882,KINGFISHER,TOWNSEND,#7-1,OTC/OCC NOT ASSIGNED,PLUGGED,PA,OIL
3507320547,36.0596847,-97.8336824,KINGFISHER,WILBUR,#1,RANDY INC,PLUGGED,PA,OIL
3507320548,35.943676,-97.88714,KINGFISHER,PARKS HEIRS,#2,HUX OIL COMPANY LLC,OIL,AC,OIL
3507320549,35.9761786,-98.0698422,KINGFISHER,ELSIE,#S-1,OTC/OCC NOT ASSIGNED,PLUGGED,PA,OIL
3507320550,36.1177196,-97.9183532,KINGFISHER,TITTERINGTON,#14-1,OTC/OCC NOT ASSIGNED,PLUGGED,PA,OIL
3507320551,35.983372,-98.1054935,KINGFISHER,MOSS,#1-1,OTC/OCC NOT ASSIGNED,PLUGGED,PA,OIL
3507320552,36.00872,-98.127782,KINGFISHER,GARMS,#26-1,OTC/OCC NOT ASSIGNED,PLUGGED,PA,OIL
3507320553,35.966669,-97.692044,KINGFISHER,HAMLIN,#1,BCE-MACH III LLC,OIL,AC,OIL
3507320554,36.1067956,-98.0030114,KINGFISHER,HIXON,#1,BROWN JAMES G & ASSOCIATES,PLUGGED,PA,NT
3507320555,36.019661,-98.096595,KINGFISHER,GLAZIER UNIT,#1,G A W OIL COMPANY LLC,PLUGGED,PA,GAS
3507320556,35.787609,-97.72305,KINGFISHER,WRIGHT,#1,OKLAHOMA ENERGY ACQUISITIONS LP,PLUGGED,PA,GAS
3507320557,35.8746996,-98.0168646,KINGFISHER,FRUENDT ET AL,#1,OTC/OCC NOT ASSIGNED,PLUGGED,PA,DRY
3507320558,36.117636,-98.0431324,KINGFISHER,ELMER,#1,NELSON EXPLORATION CORPORATION,PLUGGED,PA,OIL
3507320559,35.854816,-97.871993,KINGFISHER,EVERGREEN,#1,CRB RESOURCES INC,PLUGGED,PA,OIL
3507320560,36.008879,-98.02083,KINGFISHER,MC CLELLAND,#26-1,BCE-MACH III LLC,OIL,AC,OIL
3507320561,35.997959,-98.052017,KINGFISHER,GARNET,#33-1,OTC/OCC NOT ASSIGNED,PLUGGED,PA,OIL
3507320562,36.1120573,-98.1344924,KINGFISHER,RAY F NELSON,#1,ANADARKO E & P ONSHORE LLC,PLUGGED,PA,OIL
3507320563,36.059599,-98.06542,KINGFISHER,IDA M BAKER,#1-4,CRAWLEY PETROLEUM CORPORATION,GAS,AC,GAS
3507320564,36.147847,-97.94507,KINGFISHER,MAXEY,#1,SINGER OIL CO LLC,OIL,AC,OIL
3507320565,36.0995791,-97.9540003,KINGFISHER,MOSIER /28/,#1,OTC/OCC NOT ASSIGNED,PLUGGED,PA,OIL
3507320567,36.017047,-97.977349,KINGFISHER,TROYER,#1,CRAWLEY PETROLEUM CORPORATION,OIL,AC,OIL
3507320568,35.979746,-97.6821394,KINGFISHER,GREGORY,#1,KIRKPATRICK OIL COMPANY,PLUGGED,PA,OIL
3507320569,36.0957738,-98.1188978,KINGFISHER,ROMHILD,#25-1,KINGFISHER CSG PULLR & CONST  INC,PLUGGED,PA,OIL
3507320570,36.15013,-98.1277943,KINGFISHER,STURGEON,#2-1,OTC/OCC NOT ASSIGNED,PLUGGED,PA,OIL
3507320571,36.0232236,-98.1277833,KINGFISHER,WEHRENBERG,#1-23,CONTINENTAL RESOURCES INC,PLUGGED,PA,OIL
3507320572,35.9037447,-98.0074506,KINGFISHER,CHRISTIAN,#36-1,OTC/OCC NOT ASSIGNED,PLUGGED,PA,OIL
3507320573,35.9000341,-98.078753,KINGFISHER,FISHER,#32-1,OTC/OCC NOT ASSIGNED,PLUGGED,PA,OIL
3507320574,36.12988889,-97.96358333,KINGFISHER,POWELL,#D-4,SORRELS J R DBA CHEYENNE OIL PROPERTIES,PLUGGED,PA,OIL
3507320575,35.983402,-98.0965888,KINGFISHER,AUGUST,#6-1,CONTINENTAL RESOURCES INC,PLUGGED,PA,OIL
3507320576,35.9327519,-98.0074546,KINGFISHER,WENDT,#24-1,OTC/OCC NOT ASSIGNED,PLUGGED,PA,GAS
3507320577,35.9182483,-98.0074526,KINGFISHER,HARTMAN,#25-1,OTC/OCC NOT ASSIGNED,PLUGGED,PA,OIL
3507320578,36.0341646,-98.096597,KINGFISHER,GROENWOLD,#18-1,KINGFISHER RESOURCES INC,PLUGGED,PA,OIL
3507320579,36.0377899,-98.1010607,KINGFISHER,VENICE,#18-1,OTC/OCC NOT ASSIGNED,PLUGGED,PA,OIL
3507320580,36.0124625,-98.0520174,KINGFISHER,CLIFFORD,#1-28,CONTINENTAL RESOURCES INC,PLUGGED,PA,OIL
3507320581,36.0124374,-98.069843,KINGFISHER,KRAMER,#29-1,OTC/OCC NOT ASSIGNED,PLUGGED,PA,OIL
3507320582,36.1283735,-98.1367292,KINGFISHER,WHITE,#14-1,OTC/OCC NOT ASSIGNED,PLUGGED,PA,DRY
3507320583,35.900082,-98.03419,KINGFISHER,THEO THOMSEN,#1,AOG OPERATING LLC,OIL,AC,OIL
3507320584,36.012548,-97.97181,KINGFISHER,SARKEYS,#1,GREENHEAD ENERGY OPERATING LLC,OIL,AC,OIL
3507320585,36.1248875,-98.0431324,KINGFISHER,HOLM 15,#1,NELSON EXPLORATION CORPORATION,PLUGGED,PA,OIL
3507320586,35.986998,-97.6776793,KINGFISHER,POLLARD,#1,KIRKPATRICK RONALD B,PLUGGED,PA,OIL
3507320587,35.990813,-97.91833,KINGFISHER,"JEAN MARIE (BARR ""A"" 1)",#1,MOORE WILLIAM DBA OVERDRAFT OIL & GAS,OIL,AC,OIL
3507320588,35.9907492,-98.0252884,KINGFISHER,TURNER,#35-1,OTC/OCC NOT ASSIGNED,PLUGGED,PA,DRY
3507320589,35.9363919,-97.9940871,KINGFISHER,LORENZ,#19-1,KINGFISHER RESOURCES INC,PLUGGED,PA,NT
3507320590,35.7930483,-98.0725044,KINGFISHER,A H BREDEL,#1,DOMINION OK TX E & P INC,PLUGGED,PA,DRY
3507320591,36.0782771,-97.95344,KINGFISHER,JOSEPHINE,#1,OTC/OCC NOT ASSIGNED,PLUGGED,PA,OIL
3507320593,35.9219002,-97.9762586,KINGFISHER,EDWARD,#29-1,OTC/OCC NOT ASSIGNED,PLUGGED,PA,OIL
3507320595,35.9688988,-98.0876675,KINGFISHER,ROBERT,#7-1,OTC/OCC NOT ASSIGNED,PLUGGED,PA,OIL
3507320596,35.9979055,-98.0965909,KINGFISHER,HAWKINS,#31-1,OTC/OCC NOT ASSIGNED,PLUGGED,PA,OIL
3507320597,35.997842,-98.1322421,KINGFISHER,LENA,#35-1,OTC/OCC NOT ASSIGNED,PLUGGED,PA,OIL
3507320598,36.0741256,-98.0341939,KINGFISHER,GARTEN,#34-1,OTC/OCC NOT ASSIGNED,PLUGGED,PA,OIL
3507320599,35.9073975,-97.9628866,KINGFISHER,ANNA,#32-1,OTC/OCC NOT ASSIGNED,PLUGGED,PA,OIL
3507320600,36.0275147,-97.9450643,KINGFISHER,CROKA,#2,OTC/OCC NOT ASSIGNED,PLUGGED,PA,OIL
3507320601,35.9326398,-98.0921247,KINGFISHER,YOST,#1,C & S PLUGGING,PLUGGED,PA,OIL
3507320602,36.115358,-97.945859,KINGFISHER,IVEN B,#1,REDLINE ENERGY LLC,OIL,AC,OIL
3507320603,36.0487803,-98.0119355,KINGFISHER,RENSHAW,#1,OTC/OCC NOT ASSIGNED,PLUGGED,PA,OIL
3507320604,35.9146374,-97.9807126,KINGFISHER,GILMOUR,#30-1,OTC/OCC NOT ASSIGNED,PLUGGED,PA,OIL
3507320605,35.984015,-97.90051,KINGFISHER,MAYES,#1,CHESAPEAKE OPERATING LLC,PLUGGED,PA,OIL
3507320606,35.9146369,-97.989627,KINGFISHER,FOX,#30-1,OTC/OCC NOT ASSIGNED,PLUGGED,PA,OIL
3507320607,35.9218887,-97.989627,KINGFISHER,GLENN,#30-1,MARLIN OIL CORPORATION,PLUGGED,PA,OIL
3507320608,35.9146489,-97.9718014,KINGFISHER,NYE,#29-1,OTC/OCC NOT ASSIGNED,PLUGGED,PA,OIL
3507320609,35.907397,-97.9717994,KINGFISHER,QUINTLE,#32-1,OTC/OCC NOT ASSIGNED,PLUGGED,PA,OIL
3507320610,36.0052109,-98.0520174,KINGFISHER,JARRELL,#28-1,OTC/OCC NOT ASSIGNED,PLUGGED,PA,OIL
3507320611,36.074077,-98.07878,KINGFISHER,GUNGOLL,#1-32,HENRY GUNGOLL OPERATING INC,PLUGGED,PA,NT
3507320612,36.1321595,-98.0253089,KINGFISHER,MOSIER,#1,OTC/OCC NOT ASSIGNED,PLUGGED,PA,OIL
3507320613,35.9797456,-97.6865998,KINGFISHER,TRAVIS,#A-1,KIRKPATRICK RONALD B,PLUGGED,PA,OIL
3507320614,35.947256,-98.003,KINGFISHER,HUGHES,#13-1,TULSA ENERGY PARTNERS LLC,PLUGGED,PA,NT
3507320615,35.9761503,-98.0965888,KINGFISHER,CLAUDE,#6-1,OTC/OCC NOT ASSIGNED,PLUGGED,PA,OIL
3507320616,35.968926,-98.07876,KINGFISHER,IRENE,#8-1,RR OIL WELL OPERATIONS LLC,OIL,AC,OIL
3507320617,35.9182488,-97.9985382,KINGFISHER,STRACK,#25-1,OTC/OCC NOT ASSIGNED,PLUGGED,PA,OIL
3507320619,35.990707,-98.06094,KINGFISHER,RUSSELL,#33-1,CHISHOLM OIL AND GAS OPERATING LLC,OIL,AC,OIL
3507320620,35.9907288,-98.0475753,KINGFISHER,TILBURY,#34-1,OTC/OCC NOT ASSIGNED,PLUGGED,PA,OIL
3507320621,36.005127,-98.1144185,KINGFISHER,JARED,#25-1,OTC/OCC NOT ASSIGNED,PLUGGED,PA,OIL
3507320622,36.0123781,-98.1188806,KINGFISHER,OLLIE,#25-1,OTC/OCC NOT ASSIGNED,PLUGGED,PA,OIL
3507320623,35.8801911,-97.8410267,KINGFISHER,SMITH,#1,DOMINION OK TX E & P INC,PLUGGED,PA,OIL
3507320624,36.0089218,-97.9762758,KINGFISHER,SARKEYS,#29-2,OTC/OCC NOT ASSIGNED,PLUGGED,PA,OIL
3507320625,35.95119444,-97.887,KINGFISHER,HUMBLE-STATE,#1,JANUARY INVESTMENTS LLC,PLUGGED,PA,OIL
3507320626,35.947209,-97.80692,KINGFISHER,L.N.U.(BATES 1),#132-1,BCE-MACH III LLC,OIL,AC,OIL
3507320627,36.0084694,-97.9679093,KINGFISHER,STEWART,#1,KINGFISHER CSG PULLR & CONST  INC,PLUGGED,PA,OIL
3507320628,35.9688679,-98.1144124,KINGFISHER,WINONA,#12-1,OTC/OCC NOT ASSIGNED,PLUGGED,PA,OIL
3507320629,35.9110326,-97.9495174,KINGFISHER,TALBOT,#33-1,OTC/OCC NOT ASSIGNED,PLUGGED,PA,OIL
3507320630,35.925515,-97.9851698,KINGFISHER,SIGL,#30-1,OTC/OCC NOT ASSIGNED,PLUGGED,PA,OIL
3507320631,36.1467072,-97.9673639,KINGFISHER,HAJEK,#5-1,OTC/OCC NOT ASSIGNED,PLUGGED,PA,OIL
3507320632,36.0923275,-97.9540003,KINGFISHER,BERARD,#28-2A,OTC/OCC NOT ASSIGNED,PLUGGED,PA,OIL
3507320633,35.9875,-97.70880556,KINGFISHER,A M SMITH,#1,MCMILLIN C C & COMPANY INC,PLUGGED,PA,OIL
3507320634,35.8618143,-98.1481908,KINGFISHER,KLINNERT,#1,CONCHO EXPLORATION INC,PLUGGED,PA,NT
3507320635,36.0959445,-97.9628919,KINGFISHER,HOBBS,#1,NELSON EXPLORATION CORPORATION,PLUGGED,PA,OIL
3507320637,36.1417307,-97.9445089,KINGFISHER,MOUSER,#1,BROWN JAMES G & ASSOCIATES,PLUGGED,PA,OIL
3507320638,35.7482761,-97.9801323,KINGFISHER,LEFLER,#1,OTC/OCC NOT ASSIGNED,PLUGGED,PA,DRY
3507320639,36.0374917,-97.9406303,KINGFISHER,W F WINTERS,#2,OTC/OCC NOT ASSIGNED,PLUGGED,PA,OIL
3507320640,36.1574984,-98.0520215,KINGFISHER,PRIM,#1,FRENCH JR L R,PLUGGED,PA,OIL
3507320641,35.9688987,-97.6999638,KINGFISHER,RIGDON,#1,KIRKPATRICK RONALD B,PLUGGED,PA,OIL
3507320642,35.9944402,-97.8960479,KINGFISHER,STATE /A/,#2,BEARD OIL COMPANY,PLUGGED,PA,OIL
3507320643,35.8691651,-98.094771,KINGFISHER,HELEN /18/,#1,OTC/OCC NOT ASSIGNED,PLUGGED,PA,OIL
3507320644,35.9761508,-98.0876679,KINGFISHER,SPAIN,#6-1,OTC/OCC NOT ASSIGNED,PLUGGED,PA,OIL
3507320645,35.9689266,-98.0698418,KINGFISHER,CURTIS,#8-1,OTC/OCC NOT ASSIGNED,PLUGGED,PA,OIL
3507320646,35.9109124,-98.0698402,KINGFISHER,WELCH,#32-1,OTC/OCC NOT ASSIGNED,PLUGGED,PA,OIL
3507320647,35.9906538,-98.0965909,KINGFISHER,GLYCKHERR,#31-1,OTC/OCC NOT ASSIGNED,PLUGGED,PA,OIL
3507320648,35.9980009,-98.0252884,KINGFISHER,BREHM,#35-1,OTC/OCC NOT ASSIGNED,PLUGGED,PA,OIL
3507320649,35.9688684,-98.1054931,KINGFISHER,EILEEN,#12-7,OTC/OCC NOT ASSIGNED,PLUGGED,PA,OIL
3507320650,35.997843,-98.12332,KINGFISHER,MC CLUSKY,#35-1,FOXBOROUGH ENERGY COMPANY LLC,PLUGGED,PA,TM
3507320651,35.99059,-98.13224,KINGFISHER,WIER,#35-1,ROYALTY ENERGY DEVELOPMENT LLC,OIL,AC,OIL
3507320652,36.1284077,-98.1054976,KINGFISHER,FULMER,#13-1,OTC/OCC NOT ASSIGNED,PLUGGED,PA,OIL
3507320653,36.1139041,-98.1054972,KINGFISHER,YORK,#24-1,OTC/OCC NOT ASSIGNED,PLUGGED,PA,DRY
3507320655,36.012462,-98.0609416,KINGFISHER,DUFFY,#28-1,OTC/OCC NOT ASSIGNED,PLUGGED,PA,OIL
3507320656,36.13216,-98.0163699,KINGFISHER,TUTT,#1,FRENCH JR L R,PLUGGED,PA,OIL
3507320657,35.9471708,-97.7222471,KINGFISHER,POWERS,#1,KIRKPATRICK RONALD B,PLUGGED,PA,OIL
3507320659,35.891501,-97.80931,KINGFISHER,HONEGGER 2,#1,BCE-MACH III LLC,OIL,AC,OIL
3507320660,36.0601585,-97.914996,KINGFISHER,HOLMES,#1,OTC/OCC NOT ASSIGNED,PLUGGED,PA,OIL
3507320661,35.998971,-97.9172195,KINGFISHER,ROBERTS,#1,FRENCH JR L R,PLUGGED,PA,OIL
3507320662,36.0921793,-97.6999748,KINGFISHER,MESIS,#26-1,CARL HUMPHRIES INC,PLUGGED,PA,OIL
3507320663,36.132224,-97.9049992,KINGFISHER,WEISBENDER,#1,CHAMPLIN EXPLORATION INC,PLUGGED,PA,GAS
3507320664,36.1358388,-97.9450675,KINGFISHER,RODMAN,#1,OTC/OCC NOT ASSIGNED,PLUGGED,PA,OIL
3507320665,36.0632468,-98.0475896,KINGFISHER,VERNON I SWART,#1,KINGFISHER CSG PULLR & CONST  INC,PLUGGED,PA,OIL
3507320666,36.0632849,-97.9985423,KINGFISHER,CHOATE,#1,OTC/OCC NOT ASSIGNED,PLUGGED,PA,OIL
3507320667,35.876387,-98.027904,KINGFISHER,SANDER,#1-B,CRAWLEY PETROLEUM CORPORATION,OIL,AC,OIL
3507320668,35.965421,-97.84703,KINGFISHER,BARBER 9,#1,OTC/OCC NOT ASSIGNED,PLUGGED,PA,OIL
3507320669,35.9617944,-97.851488,KINGFISHER,BULLIS 9,#1,OTC/OCC NOT ASSIGNED,PLUGGED,PA,OIL
3507320670,35.775705,-97.80875,KINGFISHER,CERNY-MUEGENBORG,#1,RIVIERA OPERATING LLC,PLUGGED,PA,OIL
3507320671,36.133172,-97.927668,KINGFISHER,HAMIL,#4,CHISHOLM OIL AND GAS OPERATING LLC,GAS,AC,GAS
3507320672,36.0447379,-97.9495296,KINGFISHER,MAE DUFFY,#3,OTC/OCC NOT ASSIGNED,PLUGGED,PA,DRY
3507320673,36.0338664,-97.9361665,KINGFISHER,WINTERS W F,#A-2,OTC/OCC NOT ASSIGNED,PLUGGED,PA,DRY
3507320674,35.9797756,-97.7088859,KINGFISHER,KOCH,#1,KIRKPATRICK RONALD B,PLUGGED,PA,NT
3507320675,36.0850861,-97.9183471,KINGFISHER,CLIFF HUTTON,#3,OTC/OCC NOT ASSIGNED,PLUGGED,PA,OIL
3507320676,36.1285499,-98.0119499,KINGFISHER,LISLE /13/,#1,OTC/OCC NOT ASSIGNED,PLUGGED,PA,OIL
3507320677,35.9255001,-98.0074526,KINGFISHER,W HARRISON,#25-1,OTC/OCC NOT ASSIGNED,PLUGGED,PA,OIL
3507320678,35.9325759,-98.1322339,KINGFISHER,WAHLING,#23-1,OTC/OCC NOT ASSIGNED,PLUGGED,PA,OIL
3507320679,35.9616167,-98.1054931,KINGFISHER,OGLE,#12-1,OTC/OCC NOT ASSIGNED,PLUGGED,PA,OIL
3507320680,35.9906239,-98.1054939,KINGFISHER,NORA,#36-1,OTC/OCC NOT ASSIGNED,PLUGGED,PA,OIL
3507320681,36.056032,-98.0119355,KINGFISHER,NEWTON,#1,OTC/OCC NOT ASSIGNED,PLUGGED,PA,OIL
3507320682,35.9398282,-98.1233179,KINGFISHER,SMITH,#23-1,OTC/OCC NOT ASSIGNED,PLUGGED,PA,OIL
3507320683,36.1394712,-97.9272419,KINGFISHER,R J HAMIL,#6,CHESAPEAKE OPERATING LLC,PLUGGED,PA,OIL
3507320684,35.8692601,-98.0235448,KINGFISHER,MCCULLY,#1,LOCATORS OIL AND GAS INC,PLUGGED,PA,OIL
3507320688,35.9834303,-97.7133302,KINGFISHER,RATCLIFF,#1,COTTON PETROLEUM CORPORATION,PLUGGED,PA,DRY
3507320689,35.9037588,-97.9940814,KINGFISHER,GLADSTONE,#31-1,OTC/OCC NOT ASSIGNED,PLUGGED,PA,OIL
3507320690,35.9109119,-98.078753,KINGFISHER,GILBERT,#32-1,OTC/OCC NOT ASSIGNED,PLUGGED,PA,OIL
3507320691,36.1213129,-97.9941243,KINGFISHER,CHOATE,#18-1,GOLD CREST CORPORATION,PLUGGED,PA,DRY
3507320692,35.9942799,-98.0921296,KINGFISHER,STUCKI,#31-1,WITHROW OIL COMPANY INC,PLUGGED,PA,OIL
3507320693,35.9869978,-98.1099552,KINGFISHER,MCALLISTER,#36-1,GOLD CREST CORPORATION,PLUGGED,PA,OIL
3507320694,35.972652,-97.81138,KINGFISHER,L.N.U.(MERRITT 2),#100-2,BCE-MACH III LLC,OIL,AC,OIL
3507320695,35.9182963,-97.8960418,KINGFISHER,POST,#1,BECK PUMP & SUPPLY INC,PLUGGED,PA,OIL
3507320696,35.8654022,-98.1615433,KINGFISHER,YOST,#1,INTERNATIONAL BUSINESS CLUB INC,PLUGGED,PA,DRY
3507320697,35.7895525,-97.8810826,KINGFISHER,CASTINE,#7-1,CONTINENTAL RESOURCES INC,PLUGGED,PA,OIL
3507320698,35.7823006,-97.8810805,KINGFISHER,STRUCK,#18-1,OTC/OCC NOT ASSIGNED,PLUGGED,PA,OIL
3507320699,35.9545214,-97.9940899,KINGFISHER,STORM,#18-1,OTC/OCC NOT ASSIGNED,PLUGGED,PA,OIL
3507320700,35.9436296,-98.0074567,KINGFISHER,ERNA,#13-1,TILLEY OIL & GAS INC,PLUGGED,PA,OIL
3507320701,35.9400042,-97.9985386,KINGFISHER,HARRISON,#24-1,OTC/OCC NOT ASSIGNED,PLUGGED,PA,OIL
3507320702,35.9291265,-97.9985386,KINGFISHER,THOMSEN,#24-1,OTC/OCC NOT ASSIGNED,PLUGGED,PA,OIL
3507320703,35.9253881,-98.0876663,KINGFISHER,MARGARET,#30-1,OTC/OCC NOT ASSIGNED,PLUGGED,PA,OIL
3507320704,36.0305661,-98.0832351,KINGFISHER,LESLY,#17-1,OTC/OCC NOT ASSIGNED,PLUGGED,PA,OIL
3507320705,35.9616162,-98.1144124,KINGFISHER,CLYDE,#12-1,OTC/OCC NOT ASSIGNED,PLUGGED,PA,OIL
3507320706,35.9253246,-98.1233175,KINGFISHER,BARNARD,#26-1,INVESTORS RESOURCES CORP,PLUGGED,PA,NT
3507320707,36.0268491,-98.1322462,KINGFISHER,HAWKINS B,#23-1,OTC/OCC NOT ASSIGNED,PLUGGED,PA,DRY
3507320708,35.9472918,-97.8381086,KINGFISHER,BORELLI,#2,OTC/OCC NOT ASSIGNED,PLUGGED,PA,OIL
3507320709,36.132223,-97.92282,KINGFISHER,W. G. HUNTSBERGER,#1,FULLSPIKE ENERGY LLC,PLUGGED,PASUR,OIL
3507320711,36.117614,-98.05202,KINGFISHER,BEADLE,#1,C E D  LC,PLUGGED,PA,OIL
3507320712,36.1212621,-98.0386638,KINGFISHER,COLE,#1-15,RUSSELL D MELOY OIL & GAS CO,PLUGGED,PA,OIL
3507320713,36.1358444,-97.9406504,KINGFISHER,R J HAMMIL,#5,OTC/OCC NOT ASSIGNED,PLUGGED,PA,NT
3507320714,35.8584144,-97.9790236,KINGFISHER,SMITH,#1,CONTINENTAL RESOURCES INC,PLUGGED,PA,GAS
3507320715,36.1390218,-97.9138858,KINGFISHER,BROWN,#1,CHAMPLIN EXPLORATION INC,PLUGGED,PA,OIL
3507320716,35.9761201,-97.6821394,KINGFISHER,MCKEEVER,#1,KIRKPATRICK RONALD B,PLUGGED,PA,OIL
3507320717,36.0198001,-97.9718157,KINGFISHER,TROYER,#2,APACHE CORPORATION,PLUGGED,PA,OIL
3507320718,35.998001,-98.01637,KINGFISHER,HOMIER,#35-1,P.O.&G. OPERATING LLC,OIL,AC,OIL
3507320719,35.969306,-97.910215,KINGFISHER,BUENA VIETH,#1,DARNELL BOBBY J,OIL,AC,OIL
3507320720,35.890424,-98.050814,KINGFISHER,KLINNERT,#4-1,CONTINENTAL RESOURCES INC,PLUGGED,PA,GAS
3507320723,36.1322036,-97.9673626,KINGFISHER,PERIGO /8/,#1,OTC/OCC NOT ASSIGNED,PLUGGED,PA,OIL
3507320725,36.0050934,-98.1367062,KINGFISHER,CHARLES,#26-1,OTC/OCC NOT ASSIGNED,PLUGGED,PA,OIL
3507320726,35.990555,-98.1411452,KINGFISHER,SHULTZ,#34-1,OTC/OCC NOT ASSIGNED,PLUGGED,PA,OIL
3507320728,36.1249079,-98.0163695,KINGFISHER,DUFFY 14,#1,OTC/OCC NOT ASSIGNED,PLUGGED,PA,OIL
3507320730,35.9545076,-98.0029979,KINGFISHER,TOM HUGHES,#13-1,OTC/OCC NOT ASSIGNED,PLUGGED,PA,OIL
3507320732,36.0232874,-98.0876691,KINGFISHER,ALMA,#19-1,OTC/OCC NOT ASSIGNED,PLUGGED,PA,OIL
3507320734,35.9905908,-98.1233195,KINGFISHER,IRMA,#35-1,OTC/OCC NOT ASSIGNED,PLUGGED,PA,OIL
3507320736,36.0233394,-97.7445458,KINGFISHER,CHRISTINE O'HERN,#1,OTC/OCC NOT ASSIGNED,PLUGGED,PA,OIL
3507320737,36.0554949,-98.0687281,KINGFISHER,ELOISE M BOLENBACH,#1,ANADARKO E & P ONSHORE LLC,PLUGGED,PA,GAS
3507320738,35.9944394,-97.9049705,KINGFISHER,GA CORR,#1,EIGHT ROUND CORPORATION,PLUGGED,PA,OIL
3507320739,36.1285932,-97.9317102,KINGFISHER,W C TITERINGTON,#2,OTC/OCC NOT ASSIGNED,PLUGGED,PA,NT
3507320740,36.0773711,-97.9450659,KINGFISHER,HIXON,#1,OTC/OCC NOT ASSIGNED,PLUGGED,PA,DRY
3507320741,35.7314915,-97.7831482,KINGFISHER,FORSYTHE,#36-1,OTC/OCC NOT ASSIGNED,PLUGGED,PA,OIL
3507320743,35.944583,-97.87822,KINGFISHER,RUTH,#18-1,SPESS OIL COMPANY INC,OIL,AC,OIL
3507320744,36.132224,-97.91389,KINGFISHER,OSWALD /11/,#1,CHISHOLM OIL AND GAS OPERATING LLC,OIL,AC,OIL
3507320745,36.1358484,-97.9228248,KINGFISHER,W G HUNTSBERGER,#2,OTC/OCC NOT ASSIGNED,PLUGGED,PA,OIL
3507320746,36.1247127,-98.1456176,KINGFISHER,HAZEL S PTRSN UNIT,#1,ANADARKO E & P ONSHORE LLC,PLUGGED,PA,OIL
3507320747,35.961802,-97.8559346,KINGFISHER,BORELLI,#1-8,BROWN & BORELLI INC,PLUGGED,PA,OIL
3507320748,36.0814606,-97.9138809,KINGFISHER,MCMEEKAN-LIBERTON,#1-A,OTC/OCC NOT ASSIGNED,PLUGGED,PA,DRY
3507320750,35.897161,-98.037284,KINGFISHER,CRIST,#1-3,TEOCALLI EXPLORATION LLC,OIL,AC,OIL
3507320751,35.983541,-97.82474,KINGFISHER,L.N.U.(COOK 2),#71-2,BCE-MACH III LLC,OIL,AC,OIL
3507320752,35.983529,-97.81584,KINGFISHER,L.N.U.(MERRITT 2),#72-2,BCE-MACH III LLC,OIL,AC,OIL
3507320753,35.9542961,-98.141144,KINGFISHER,BRINCKMEYER,#15-1,OTC/OCC NOT ASSIGNED,PLUGGED,PA,OIL
3507320754,35.9616466,-98.0965868,KINGFISHER,JONES,#1,CARL E GUNGOLL EXPLORATION LLC,PLUGGED,PA,OIL
3507320755,36.1358383,-97.9540065,KINGFISHER,JONES,#1,OTC/OCC NOT ASSIGNED,PLUGGED,PA,OIL
3507320756,36.0846227,-97.9450659,KINGFISHER,GRAUN,#1,OTC/OCC NOT ASSIGNED,PLUGGED,PA,OIL
3507320757,36.1212391,-98.060958,KINGFISHER,STATE 16-1,#1,K & D PLUGGING & EQUIPMENT INC,PLUGGED,PA,NT
3507320758,35.76054,-97.9568,KINGFISHER,REHERMAN,#1,AN-SON CORP,PLUGGED,PA,OIL
3507320759,36.1103356,-98.0832494,KINGFISHER,STOTTS,#1,OTC/OCC NOT ASSIGNED,PLUGGED,PA,OIL
3507320760,35.9545502,-97.8559342,KINGFISHER,SCHILDE,#1-17,ORYX ENERGY COMPANY,PLUGGED,PA,OIL
3507320761,36.1213448,-97.9228219,KINGFISHER,TITTERINGTON,#14-2,OTC/OCC NOT ASSIGNED,PLUGGED,PA,OIL
3507320762,36.005128,-98.10549,KINGFISHER,WIER,#1-25,BOGO ENERGY CORPORATION,OIL,AC,OIL
3507320763,36.005249,-98.163681,KINGFISHER,GEIS,#1-28,BRG PETROLEUM LLC,OIL,AC,OIL
3507320764,36.037885,-98.02976,KINGFISHER,HOBBS,#1-14,BOGO ENERGY CORPORATION,PLUGGED,PA,OIL
3507320765,35.8978317,-98.0057424,KINGFISHER,DURSCHER,#1-1,UNIVERSAL DRILLING COMPANY,PLUGGED,PA,DRY
